i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
288,1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=7}}"
289,1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=2}}"
290,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=10}}"
291,1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=4}}"
292,1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=5}}"
293,1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=4}}"
294,1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=3}}"
295,1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=5}}"
296,1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=4}}"
297,1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=7}}"
298,1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=5}}"
299,1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=7}}"
300,1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=3}}"
301,0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}"
302,0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=2}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=61/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=5}}"
303,0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=5}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=65/8, rank=8}}",0,"Question{QuestionCommittee{λ=141/8, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}"
304,0,"Question{QuestionCommittee{λ=23/4, rank=6}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=3}}",0,"Question{QuestionCommittee{λ=23/4, rank=7}}",0,"Question{QuestionCommittee{λ=149/16, rank=8}}",0,"Question{QuestionCommittee{λ=301/16, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=5}}",0,"Question{QuestionCommittee{λ=73/16, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}"
305,0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=279/32, rank=8}}",0,"Question{QuestionCommittee{λ=621/32, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=127/32, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}"
306,0,"Question{QuestionCommittee{λ=21/2, rank=5}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=539/64, rank=8}}",0,"Question{QuestionCommittee{λ=1261/64, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=7}}",0,"Question{QuestionCommittee{λ=273/64, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}"
307,0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=185/128, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=3}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=1059/128, rank=8}}",0,"Question{QuestionCommittee{λ=2541/128, rank=8}}",0,"Question{QuestionCommittee{λ=185/128, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=5}}",0,"Question{QuestionCommittee{λ=565/128, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=7}}"
308,0,"Question{QuestionCommittee{λ=23/4, rank=7}}",0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=6}}",0,"Question{QuestionCommittee{λ=27/8, rank=7}}",0,"Question{QuestionCommittee{λ=2137/256, rank=8}}",0,"Question{QuestionCommittee{λ=5101/256, rank=8}}",0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=7}}",0,"Question{QuestionCommittee{λ=1149/256, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=7}}"
309,0,"Question{QuestionCommittee{λ=27/8, rank=7}}",0,"Question{QuestionCommittee{λ=721/512, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=5}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=4255/512, rank=8}}",0,"Question{QuestionCommittee{λ=10221/512, rank=8}}",0,"Question{QuestionCommittee{λ=683/512, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=2279/512, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=6}}"
310,0,"Question{QuestionCommittee{λ=27/8, rank=6}}",0,"Question{QuestionCommittee{λ=1423/1024, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=7}}",0,"Question{QuestionCommittee{λ=121/64, rank=8}}",0,"Question{QuestionCommittee{λ=8529/1024, rank=8}}",0,"Question{QuestionCommittee{λ=20461/1024, rank=8}}",0,"Question{QuestionCommittee{λ=1347/1024, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=7}}",0,"Question{QuestionCommittee{λ=4577/1024, rank=8}}",0,"Question{QuestionCommittee{λ=73/16, rank=8}}"
311,0,"Question{QuestionCommittee{λ=35/16, rank=7}}",0,"Question{QuestionCommittee{λ=2827/2048, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=3}}",0,"Question{QuestionCommittee{λ=35/16, rank=7}}",0,"Question{QuestionCommittee{λ=17077/2048, rank=8}}",0,"Question{QuestionCommittee{λ=40941/2048, rank=8}}",0,"Question{QuestionCommittee{λ=2675/2048, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=5}}",0,"Question{QuestionCommittee{λ=9173/2048, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=7}}"
312,0,"Question{QuestionCommittee{λ=51/32, rank=7}}",0,"Question{QuestionCommittee{λ=5635/4096, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=223/128, rank=8}}",0,"Question{QuestionCommittee{λ=34135/4096, rank=8}}",0,"Question{QuestionCommittee{λ=81901/4096, rank=8}}",0,"Question{QuestionCommittee{λ=5331/4096, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=7}}",0,"Question{QuestionCommittee{λ=18327/4096, rank=8}}",0,"Question{QuestionCommittee{λ=127/32, rank=8}}"
313,0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=11289/8192, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=6}}",0,"Question{QuestionCommittee{λ=51/32, rank=7}}",0,"Question{QuestionCommittee{λ=68251/8192, rank=8}}",0,"Question{QuestionCommittee{λ=163821/8192, rank=8}}",0,"Question{QuestionCommittee{λ=10643/8192, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=36635/8192, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=6}}"
314,0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=22559/16384, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=4}}",0,"Question{QuestionCommittee{λ=83/64, rank=7}}",0,"Question{QuestionCommittee{λ=136483/16384, rank=8}}",0,"Question{QuestionCommittee{λ=327661/16384, rank=8}}",0,"Question{QuestionCommittee{λ=21267/16384, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=73251/16384, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=6}}"
315,0,"Question{QuestionCommittee{λ=35/16, rank=6}}",0,"Question{QuestionCommittee{λ=45137/32768, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=4}}",0,"Question{QuestionCommittee{λ=185/128, rank=7}}",0,"Question{QuestionCommittee{λ=272947/32768, rank=8}}",0,"Question{QuestionCommittee{λ=655341/32768, rank=8}}",0,"Question{QuestionCommittee{λ=42553/32768, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=146521/32768, rank=8}}",0,"Question{QuestionCommittee{λ=273/64, rank=8}}"
316,0,"Question{QuestionCommittee{λ=51/32, rank=6}}",0,"Question{QuestionCommittee{λ=90293/65536, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=7}}",0,"Question{QuestionCommittee{λ=465/256, rank=8}}",0,"Question{QuestionCommittee{λ=545875/65536, rank=8}}",0,"Question{QuestionCommittee{λ=1310701/65536, rank=8}}",0,"Question{QuestionCommittee{λ=85087/65536, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=5}}",0,"Question{QuestionCommittee{λ=293023/65536, rank=8}}",0,"Question{QuestionCommittee{λ=527/128, rank=8}}"
317,0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=180605/131072, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=5}}",0,"Question{QuestionCommittee{λ=949/512, rank=8}}",0,"Question{QuestionCommittee{λ=1091769/131072, rank=8}}",0,"Question{QuestionCommittee{λ=2621421/131072, rank=8}}",0,"Question{QuestionCommittee{λ=170193/131072, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=7}}",0,"Question{QuestionCommittee{λ=586027/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1035/256, rank=8}}"
318,0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=361191/262144, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=1917/1024, rank=8}}",0,"Question{QuestionCommittee{λ=2183557/262144, rank=8}}",0,"Question{QuestionCommittee{λ=5242861/262144, rank=8}}",0,"Question{QuestionCommittee{λ=340367/262144, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=6}}",0,"Question{QuestionCommittee{λ=1172073/262144, rank=8}}",0,"Question{QuestionCommittee{λ=2089/512, rank=8}}"
319,0,"Question{QuestionCommittee{λ=83/64, rank=7}}",0,"Question{QuestionCommittee{λ=722401/524288, rank=8}}",0,"Question{QuestionCommittee{λ=73/16, rank=7}}",0,"Question{QuestionCommittee{λ=3815/2048, rank=8}}",0,"Question{QuestionCommittee{λ=4367095/524288, rank=8}}",0,"Question{QuestionCommittee{λ=10485741/524288, rank=8}}",0,"Question{QuestionCommittee{λ=680715/524288, rank=8}}",0,"Question{QuestionCommittee{λ=147/128, rank=7}}",0,"Question{QuestionCommittee{λ=2344165/524288, rank=8}}",0,"Question{QuestionCommittee{λ=4159/1024, rank=8}}"
320,0,"Question{QuestionCommittee{λ=83/64, rank=6}}",0,"Question{QuestionCommittee{λ=1444821/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=65/8, rank=8}}",0,"Question{QuestionCommittee{λ=7611/4096, rank=8}}",0,"Question{QuestionCommittee{λ=8734171/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=20971501/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=1361411/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=275/256, rank=7}}",0,"Question{QuestionCommittee{λ=4688349/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=8337/2048, rank=8}}"
321,0,"Question{QuestionCommittee{λ=147/128, rank=6}}",0,"Question{QuestionCommittee{λ=2889623/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=149/16, rank=8}}",0,"Question{QuestionCommittee{λ=15203/8192, rank=8}}",0,"Question{QuestionCommittee{λ=17468361/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=41943021/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=2722841/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=121/64, rank=8}}",0,"Question{QuestionCommittee{λ=9376679/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=16693/4096, rank=8}}"
322,0,"Question{QuestionCommittee{λ=275/256, rank=6}}",0,"Question{QuestionCommittee{λ=5779265/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=279/32, rank=8}}",0,"Question{QuestionCommittee{λ=30425/16384, rank=8}}",0,"Question{QuestionCommittee{λ=34936741/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=83886061/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=5445701/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=223/128, rank=8}}",0,"Question{QuestionCommittee{λ=18753339/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=33405/8192, rank=8}}"
323,0,"Question{QuestionCommittee{λ=185/128, rank=8}}",0,"Question{QuestionCommittee{λ=11558511/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=4}}",0,"Question{QuestionCommittee{λ=60869/32768, rank=8}}",0,"Question{QuestionCommittee{λ=69873463/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=167772141/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=10891383/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=427/256, rank=8}}",0,"Question{QuestionCommittee{λ=37506697/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=66829/16384, rank=8}}"
324,0,"Question{QuestionCommittee{λ=147/128, rank=7}}",0,"Question{QuestionCommittee{λ=23117041/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=539/64, rank=8}}",0,"Question{QuestionCommittee{λ=121757/65536, rank=8}}",0,"Question{QuestionCommittee{λ=139746907/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=335544301/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=21782785/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=835/512, rank=8}}",0,"Question{QuestionCommittee{λ=75013413/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=133677/32768, rank=8}}"
325,0,"Question{QuestionCommittee{λ=23/4, rank=5}}",0,"Question{QuestionCommittee{λ=46234063/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=165/32, rank=7}}",0,"Question{QuestionCommittee{λ=243495/131072, rank=8}}",0,"Question{QuestionCommittee{λ=279493833/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=671088621/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=43565551/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1651/1024, rank=8}}",0,"Question{QuestionCommittee{λ=150026807/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=267335/65536, rank=8}}"
326,0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=92468107/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=73/16, rank=6}}",0,"Question{QuestionCommittee{λ=487009/262144, rank=8}}",0,"Question{QuestionCommittee{λ=558987647/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=1342177261/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=87131121/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=531/512, rank=7}}",0,"Question{QuestionCommittee{λ=300053595/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=534689/131072, rank=8}}"
327,0,"Question{QuestionCommittee{λ=683/512, rank=8}}",0,"Question{QuestionCommittee{λ=184936233/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1059/128, rank=8}}",0,"Question{QuestionCommittee{λ=974037/524288, rank=8}}",0,"Question{QuestionCommittee{λ=1117975313/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=2684354541/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=174262261/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=6}}",0,"Question{QuestionCommittee{λ=600107171/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1069359/262144, rank=8}}"
328,0,"Question{QuestionCommittee{λ=1385/1024, rank=8}}",0,"Question{QuestionCommittee{λ=369872485/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=127/32, rank=6}}",0,"Question{QuestionCommittee{λ=1948055/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=2235950645/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=5368709101/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=348524503/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=7}}",0,"Question{QuestionCommittee{λ=1200214323/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=2138699/524288, rank=8}}"
329,0,"Question{QuestionCommittee{λ=2751/2048, rank=8}}",0,"Question{QuestionCommittee{λ=739744951/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=5}}",0,"Question{QuestionCommittee{λ=3896129/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=4471901309/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=10737418221/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=697049025/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=7}}",0,"Question{QuestionCommittee{λ=2400428665/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=4277417/1048576, rank=8}}"
330,0,"Question{QuestionCommittee{λ=5483/4096, rank=8}}",0,"Question{QuestionCommittee{λ=1479489883/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=4}}",0,"Question{QuestionCommittee{λ=7792277/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=8943802637/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=21474836461/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=1394098031/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=3283/2048, rank=8}}",0,"Question{QuestionCommittee{λ=4800857349/1073741824, rank=8}}",0,"Question{QuestionCommittee{λ=8554853/2097152, rank=8}}"
