i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
393,0,"Question{QuestionCommittee{λ=39569146355552695979221303951651344811556845/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=985717490287016819328558811828574675271661/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=13675506680166323591224597925725993615491053/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=14904881147758038925869648443354436895506413/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=28173570050214756704552664334939968367493101/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=12235633673320115301572691166320964547903469/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=12180269644991491390182095958379477529001965/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=3345172475652950999951404210987144277131245/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=19452777266994498321537831724570264054267885/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=20840911725255179774912143666851713401225197/11150372599265311570767859136324180752990208, rank=8}}"
394,0,"Question{QuestionCommittee{λ=79138292711105391958442607903302689623113709/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=1971434980574033638657117623657149350543341/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=27351013360332647182449195851451987230982125/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=29809762295516077851739296886708873791012845/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=56347140100429513409105328669879936734986221/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=24471267346640230603145382332641929095806957/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=24360539289982982780364191916758955058003949/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=6690344951305901999902808421974288554262509/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=38905554533988996643075663449140528108535789/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=41681823450510359549824287333703426802450413/22300745198530623141535718272648361505980416, rank=8}}"
395,0,"Question{QuestionCommittee{λ=158276585422210783916885215806605379246227437/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=3942869961148067277314235247314298701086701/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=54702026720665294364898391702903974461964269/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=59619524591032155703478593773417747582025709/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=112694280200859026818210657339759873469972461/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=48942534693280461206290764665283858191613933/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=48721078579965965560728383833517910116007917/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=13380689902611803999805616843948577108525037/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=77811109067977993286151326898281056217071597/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=83363646901020719099648574667406853604900845/44601490397061246283071436545296723011960832, rank=8}}"
396,0,"Question{QuestionCommittee{λ=316553170844421567833770431613210758492454893/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=7885739922296134554628470494628597402173421/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=109404053441330588729796783405807948923928557/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=119239049182064311406957187546835495164051437/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=225388560401718053636421314679519746939944941/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=97885069386560922412581529330567716383227885/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=97442157159931931121456767667035820232015853/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=26761379805223607999611233687897154217050093/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=155622218135955986572302653796562112434143213/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=166727293802041438199297149334813707209801709/89202980794122492566142873090593446023921664, rank=8}}"
397,0,"Question{QuestionCommittee{λ=633106341688843135667540863226421516984909805/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=15771479844592269109256940989257194804346861/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=218808106882661177459593566811615897847857133/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=238478098364128622813914375093670990328102893/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=450777120803436107272842629359039493879889901/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=195770138773121844825163058661135432766455789/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=194884314319863862242913535334071640464031725/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=53522759610447215999222467375794308434100205/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=311244436271911973144605307593124224868286445/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=333454587604082876398594298669627414419603437/178405961588244985132285746181186892047843328, rank=8}}"
398,0,"Question{QuestionCommittee{λ=1266212683377686271335081726452843033969819629/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=31542959689184538218513881978514389608693741/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=437616213765322354919187133623231795695714285/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=476956196728257245627828750187341980656205805/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=901554241606872214545685258718078987759779821/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=391540277546243689650326117322270865532911597/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=389768628639727724485827070668143280928063469/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=107045519220894431998444934751588616868200429/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=622488872543823946289210615186248449736572909/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=666909175208165752797188597339254828839206893/356811923176489970264571492362373784095686656, rank=8}}"
399,0,"Question{QuestionCommittee{λ=2532425366755372542670163452905686067939639277/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=63085919378369076437027763957028779217387501/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=875232427530644709838374267246463591391428589/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=953912393456514491255657500374683961312411629/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=1803108483213744429091370517436157975519559661/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=783080555092487379300652234644541731065823213/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=779537257279455448971654141336286561856126957/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=214091038441788863996889869503177233736400877/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=1244977745087647892578421230372496899473145837/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=1333818350416331505594377194678509657678413805/713623846352979940529142984724747568191373312, rank=8}}"
400,0,"Question{QuestionCommittee{λ=5064850733510745085340326905811372135879278573/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=126171838756738152874055527914057558434775021/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=1750464855061289419676748534492927182782857197/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=1907824786913028982511315000749367922624823277/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=3606216966427488858182741034872315951039119341/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1566161110184974758601304469289083462131646445/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1559074514558910897943308282672573123712253933/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=428182076883577727993779739006354467472801773/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=2489955490175295785156842460744993798946291693/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=2667636700832663011188754389357019315356827629/1427247692705959881058285969449495136382746624, rank=8}}"
401,0,"Question{QuestionCommittee{λ=10129701467021490170680653811622744271758557165/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=252343677513476305748111055828115116869550061/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=3500929710122578839353497068985854365565714413/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=3815649573826057965022630001498735845249646573/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=7212433932854977716365482069744631902078238701/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=3132322220369949517202608938578166924263292909/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=3118149029117821795886616565345146247424507885/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=856364153767155455987559478012708934945603565/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=4979910980350591570313684921489987597892583405/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=5335273401665326022377508778714038630713655277/2854495385411919762116571938898990272765493248, rank=8}}"
402,0,"Question{QuestionCommittee{λ=20259402934042980341361307623245488543517114349/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=504687355026952611496222111656230233739100141/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=7001859420245157678706994137971708731131428845/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=7631299147652115930045260002997471690499293165/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=14424867865709955432730964139489263804156477421/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=6264644440739899034405217877156333848526585837/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=6236298058235643591773233130690292494849015789/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=1712728307534310911975118956025417869891207149/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=9959821960701183140627369842979975195785166829/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=10670546803330652044755017557428077261427310573/5708990770823839524233143877797980545530986496, rank=8}}"
403,0,"Question{QuestionCommittee{λ=40518805868085960682722615246490977087034228717/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=1009374710053905222992444223312460467478200301/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=14003718840490315357413988275943417462262857709/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=15262598295304231860090520005994943380998586349/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=28849735731419910865461928278978527608312954861/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=12529288881479798068810435754312667697053171693/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=12472596116471287183546466261380584989698031597/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=3425456615068621823950237912050835739782414317/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=19919643921402366281254739685959950391570333677/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=21341093606661304089510035114856154522854621165/11417981541647679048466287755595961091061972992, rank=8}}"
404,0,"Question{QuestionCommittee{λ=81037611736171921365445230492981954174068457453/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=2018749420107810445984888446624920934956400621/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=28007437680980630714827976551886834924525715437/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=30525196590608463720181040011989886761997172717/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=57699471462839821730923856557957055216625909741/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=25058577762959596137620871508625335394106343405/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=24945192232942574367092932522761169979396063213/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=6850913230137243647900475824101671479564828653/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=39839287842804732562509479371919900783140667373/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=42682187213322608179020070229712309045709242349/22835963083295358096932575511191922182123945984, rank=8}}"
405,0,"Question{QuestionCommittee{λ=162075223472343842730890460985963908348136914925/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=4037498840215620891969776893249841869912801261/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=56014875361961261429655953103773669849051430893/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=61050393181216927440362080023979773523994345453/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=115398942925679643461847713115914110433251819501/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=50117155525919192275241743017250670788212686829/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=49890384465885148734185865045522339958792126445/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=13701826460274487295800951648203342959129657325/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=79678575685609465125018958743839801566281334765/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=85364374426645216358040140459424618091418484717/45671926166590716193865151022383844364247891968, rank=8}}"
406,0,"Question{QuestionCommittee{λ=324150446944687685461780921971927816696273829869/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=8074997680431241783939553786499683739825602541/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=112029750723922522859311906207547339698102861805/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=122100786362433854880724160047959547047988690925/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=230797885851359286923695426231828220866503639021/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=100234311051838384550483486034501341576425373677/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=99780768931770297468371730091044679917584252909/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=27403652920548974591601903296406685918259314669/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=159357151371218930250037917487679603132562669549/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=170728748853290432716080280918849236182836969453/91343852333181432387730302044767688728495783936, rank=8}}"
407,0,"Question{QuestionCommittee{λ=648300893889375370923561843943855633392547659757/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=16149995360862483567879107572999367479651205101/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=224059501447845045718623812415094679396205723629/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=244201572724867709761448320095919094095977381869/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=461595771702718573847390852463656441733007278061/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=200468622103676769100966972069002683152850747373/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=199561537863540594936743460182089359835168505837/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=54807305841097949183203806592813371836518629357/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=318714302742437860500075834975359206265125339117/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=341457497706580865432160561837698472365673938925/182687704666362864775460604089535377456991567872, rank=8}}"
408,0,"Question{QuestionCommittee{λ=1296601787778750741847123687887711266785095319533/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=32299990721724967135758215145998734959302410221/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=448119002895690091437247624830189358792411447277/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=488403145449735419522896640191838188191954763757/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=923191543405437147694781704927312883466014556141/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=400937244207353538201933944138005366305701494765/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=399123075727081189873486920364178719670337011693/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=109614611682195898366407613185626743673037258733/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=637428605484875721000151669950718412530250678253/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=682914995413161730864321123675396944731347877869/365375409332725729550921208179070754913983135744, rank=8}}"
409,0,"Question{QuestionCommittee{λ=2593203575557501483694247375775422533570190639085/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=64599981443449934271516430291997469918604820461/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=896238005791380182874495249660378717584822894573/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=976806290899470839045793280383676376383909527533/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=1846383086810874295389563409854625766932029112301/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=801874488414707076403867888276010732611402989549/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=798246151454162379746973840728357439340674023405/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=219229223364391796732815226371253487346074517485/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=1274857210969751442000303339901436825060501356525/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=1365829990826323461728642247350793889462695755757/730750818665451459101842416358141509827966271488, rank=8}}"
410,0,"Question{QuestionCommittee{λ=5186407151115002967388494751550845067140381278189/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=129199962886899868543032860583994939837209640941/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=1792476011582760365748990499320757435169645789165/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=1953612581798941678091586560767352752767819055085/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=3692766173621748590779126819709251533864058224621/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=1603748976829414152807735776552021465222805979117/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=1596492302908324759493947681456714878681348046829/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=438458446728783593465630452742506974692149034989/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=2549714421939502884000606679802873650121002713069/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=2731659981652646923457284494701587778925391511533/1461501637330902918203684832716283019655932542976, rank=8}}"
411,0,"Question{QuestionCommittee{λ=10372814302230005934776989503101690134280762556397/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=258399925773799737086065721167989879674419281901/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=3584952023165520731497980998641514870339291578349/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=3907225163597883356183173121534705505535638110189/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=7385532347243497181558253639418503067728116449261/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=3207497953658828305615471553104042930445611958253/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=3192984605816649518987895362913429757362696093677/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=876916893457567186931260905485013949384298069997/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=5099428843879005768001213359605747300242005426157/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=5463319963305293846914568989403175557850783023085/2923003274661805836407369665432566039311865085952, rank=8}}"
412,0,"Question{QuestionCommittee{λ=20745628604460011869553979006203380268561525112813/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=516799851547599474172131442335979759348838563821/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=7169904046331041462995961997283029740678583156717/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=7814450327195766712366346243069411011071276220397/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=14771064694486994363116507278837006135456232898541/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=6414995907317656611230943106208085860891223916525/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=6385969211633299037975790725826859514725392187373/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=1753833786915134373862521810970027898768596140013/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=10198857687758011536002426719211494600484010852333/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=10926639926610587693829137978806351115701566046189/5846006549323611672814739330865132078623730171904, rank=8}}"
413,0,"Question{QuestionCommittee{λ=41491257208920023739107958012406760537123050225645/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=1033599703095198948344262884671959518697677127661/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=14339808092662082925991923994566059481357166313453/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=15628900654391533424732692486138822022142552440813/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=29542129388973988726233014557674012270912465797101/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=12829991814635313222461886212416171721782447833069/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=12771938423266598075951581451653719029450784374765/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=3507667573830268747725043621940055797537192280045/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=20397715375516023072004853438422989200968021704685/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=21853279853221175387658275957612702231403132092397/11692013098647223345629478661730264157247460343808, rank=8}}"
414,0,"Question{QuestionCommittee{λ=82982514417840047478215916024813521074246100451309/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=2067199406190397896688525769343919037395354255341/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=28679616185324165851983847989132118962714332626925/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=31257801308783066849465384972277644044285104881645/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=59084258777947977452466029115348024541824931594221/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=25659983629270626444923772424832343443564895666157/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=25543876846533196151903162903307438058901568749549/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=7015335147660537495450087243880111595074384560109/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=40795430751032046144009706876845978401936043409389/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=43706559706442350775316551915225404462806264184813/23384026197294446691258957323460528314494920687616, rank=8}}"
415,0,"Question{QuestionCommittee{λ=165965028835680094956431832049627042148492200902637/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=4134398812380795793377051538687838074790708510701/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=57359232370648331703967695978264237925428665253869/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=62515602617566133698930769944555288088570209763309/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=118168517555895954904932058230696049083649863188461/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=51319967258541252889847544849664686887129791332333/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=51087753693066392303806325806614876117803137499117/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=14030670295321074990900174487760223190148769120237/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=81590861502064092288019413753691956803872086818797/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=87413119412884701550633103830450808925612528369645/46768052394588893382517914646921056628989841375232, rank=8}}"
